Lead ID,Name,Role,Industry,Posts Engaged,Connections,Engagement Rate,Recent Activity
4748,Edward Lambert,Phlebotomist,Real estate,17.2,1200,0.58,Active
4749,Victoria Vaughan,Physician Assistant,Customer service,8.2,434,0.12,Inactive
4750,Chloe Dowd,Substitute Teacher,Construction,18.0,175,0.51,Active
4751,Gavin Lambert,Property Manager,Sales,20.3,997,0.45,Inactive
4752,Andrew King,Construction Worker,Customer service,12.1,805,0.56,Active
4753,Gordon Knox,Copy Editor,Facilities,22.9,583,0.32,Inactive
4754,James Turner,Marketing Analytics Associate,Travel & Tourism,21.8,110,0.36,Active
4755,Adrian Baker,Associate Brand Manager,Healthcare,7.6,170,0.25,Inactive
4756,Boris North,Roofer,Design,8.1,1986,0.53,Inactive
4757,Ian Rees,Junior Accountant,Construction,24.6,1085,0.26,Active
4758,Hannah Scott,Accounting Assistant,Logistics,23.0,1622,0.58,Active
4759,Amanda Morrison,Support Engineer,Marketing,24.1,1688,0.47,Inactive
4760,Ella Fisher,Analytics Manager,Logistics,21.3,712,0.54,Inactive
4761,Kylie MacLeod,Finance Administrator,Construction,6.0,928,0.28,Active
4762,Warren Dyer,Fashion Designer,Design,19.7,229,0.55,Active
4763,Joseph Campbell,Chief Human Resources Officer (CHRO),Hospitality,7.2,1233,0.59,Active
4764,Benjamin Hemmings,Product Analyst,Administrative,20.0,869,0.45,Inactive
4765,Adam Baker,Junior Account Executive,Hospitality,17.3,1498,0.44,Active
4766,Emily Sanderson,IT Director,Production,6.0,1914,0.33,Active
4767,Carl Murray,Notary,Marketing,12.9,1893,0.19,Active
4768,Claire Davies,Field Sales (Outside Sales) Representative,Travel & Tourism,5.7,1216,0.19,Active
4769,Stephanie Sharp,Contract Administrator,Human Resources (HR),22.5,1420,0.33,Active
4770,Lauren Hughes,Child Life Specialist,Pharmaceuticals,10.2,1542,0.33,Active
4771,Diane Tucker,Digital Director,Sales,14.1,979,0.38,Inactive
4772,Julia Turner,Content Creator,Logistics,17.0,332,0.53,Active
4773,Vanessa Fraser,AI Operations Manager,Marketing,22.4,1355,0.32,Active
4774,Natalie Miller,Assembly Technician,Facilities,24.5,209,0.48,Active
4775,Fiona Carr,Photoshoot Stylist,Real estate,15.6,540,0.58,Inactive
4776,Charles Clarkson,Inside Sales Director,Law enforcement / Security,23.9,924,0.26,Inactive
4777,Alexandra Powell,Sushi Chef,Finance,23.3,978,0.19,Inactive
4778,Amelia Brown,DevOps Engineer,Facilities,5.2,1280,0.16,Inactive
4779,Ruth Russell,Firefighter,Marketing,19.3,1117,0.6,Inactive
4780,Andrew Ellison,Senior Python Developer,Accounting,15.1,944,0.34,Inactive
4781,Nicholas Newman,Prep Cook,Human Resources (HR),15.4,416,0.59,Active
4782,Angela James,Creative Assistant,Human Resources (HR),13.0,927,0.49,Inactive
4783,Andrew Abraham,Fabricators,Hospitality,24.4,511,0.32,Inactive
4784,Cameron Dyer,Landscaping Architecture,Media,5.8,931,0.22,Inactive
4785,Samantha Sanderson,Payroll Manager,Facilities,16.0,969,0.41,Inactive
4786,Oliver Henderson,Service Writer,Human Resources (HR),7.4,867,0.24,Inactive
4787,Sebastian Fraser,Refrigeration Appliance Repair Service Technician,Retail,5.1,1965,0.42,Active
4788,Mary Martin,Talent Acquisition Consultant,Retail,12.1,1871,0.48,Inactive
4789,Lily Taylor,Prompt Engineer,Human Resources (HR),23.6,288,0.59,Active
4790,Piers Bond,Financial Consultant,Healthcare,8.4,769,0.33,Active
4791,Jane Hodges,Target Cashier,Sales,7.8,675,0.1,Inactive
4792,Tim Allan,Recruitment Specialist,Public Relations (PR),9.1,1266,0.33,Inactive
4793,Fiona Metcalfe,Car Salesman,Pharmaceuticals,6.3,1335,0.1,Active
4794,Nathan Lewis,Strategic Planner,Customer service,18.1,624,0.37,Inactive
4795,Trevor Abraham,Professional Services Engineer,Retail,22.5,280,0.39,Inactive
4796,Jack Campbell,Stockbroker,Media,13.3,1429,0.12,Active
4797,Ryan Watson,Test Engineer,Media,18.6,199,0.1,Active
4798,Austin Sanderson,Refrigeration Appliance Repair Service Technician,Construction,13.6,320,0.13,Active
4799,John Robertson,Senior Tax and Accounting Specialist,Travel & Tourism,17.7,546,0.32,Inactive
4800,Edward Hughes,Personal Banker,Production,18.8,1015,0.34,Active
4801,Kevin Gill,Receiving Clerk,Retail,17.9,1234,0.44,Active
4802,Peter Wilkins,Operations Manager,Facilities,20.9,1448,0.25,Inactive
4803,Dylan Mackenzie,Chemist,Healthcare,7.3,1967,0.59,Inactive
4804,Jack Oliver,Inside Sales Manager,Accounting,17.6,343,0.49,Active
4805,Pippa Reid,Inventory Specialist,Educator & Education,14.5,1696,0.28,Inactive
4806,Emma Springer,Assembly Technician,Engineering,24.7,1069,0.36,Active
4807,Richard Murray,Product Engineer,Retail,5.7,1325,0.46,Active
4808,Lily Hudson,Growth Marketing Manager,Logistics,13.4,147,0.5,Inactive
4809,Joe Forsyth,Insurance Broker,Retail,17.3,1580,0.28,Active
4810,Adrian Vance,System Analyst,Design,13.1,772,0.49,Inactive
4811,Julia Hunter,Data Engineer,Sales,5.6,403,0.14,Active
4812,Paul MacDonald,Talent Acquisition Manager,Sales,8.3,1439,0.49,Inactive
4813,Brian Kelly,TSA Transportation Security Officer,Facilities,14.0,388,0.22,Inactive
4814,Maria Jackson,Multimedia Intern,Engineering,13.2,219,0.18,Inactive
4815,Una Marshall,Payroll Coordinator,Marketing,7.0,1036,0.24,Active
4816,Jan Tucker,Medical Records Clerk,Finance,7.2,570,0.29,Inactive
4817,Pippa Hodges,HR Generalist,Real estate,14.0,1068,0.43,Active
4818,Max May,Landscaper,Corporate training,16.0,1038,0.43,Active
4819,Neil Rutherford,Campus Recruiter,Travel & Tourism,11.4,1006,0.35,Inactive
4820,Alexander Abraham,Film Director,Hospitality,5.8,696,0.51,Active
4821,Dorothy Fraser,Stock Clerk,Administrative,22.7,1983,0.1,Inactive
4822,Bernadette Welch,Collection Specialist,Law enforcement / Security,13.9,773,0.15,Inactive
4823,Amanda Langdon,Movie Makeup Artist,Real estate,13.8,1970,0.4,Inactive
4824,Neil Sanderson,Accounting Assistant,Customer service,5.8,1273,0.46,Active
4825,Anthony Pullman,Corporate Accountant,Customer service,6.1,1641,0.3,Active
4826,Owen Edmunds,Maintenance Supervisor,Customer service,5.6,466,0.54,Inactive
4827,Abigail Roberts,Credential Specialist,Construction,7.4,982,0.31,Inactive
4828,Julian Poole,AI Architect,IT and Development,19.8,1157,0.17,Active
4829,Una White,Sales Development Manager,Real estate,17.1,624,0.34,Inactive
4830,Maria Murray,CEO,Marketing,8.5,575,0.47,Active
4831,Christopher Chapman,Purchasing Manager,Marketing,8.0,821,0.28,Active
4832,Olivia Quinn,Senior Data Engineer,Marketing,16.3,966,0.57,Active
4833,Bernadette Davies,Field engineer,Facilities,14.4,642,0.23,Active
4834,Thomas Nolan,Sales Coordinator,Pharmaceuticals,11.6,1727,0.59,Inactive
4835,Amanda Mitchell,Staff Assistant,Sales,19.8,1574,0.5,Inactive
4836,Leonard Gill,Genetic Counselor,Law enforcement / Security,7.2,1184,0.29,Active
4837,Anne Fraser,Admissions Director,Logistics,12.9,847,0.31,Inactive
4838,Rachel Johnston,Photo Editor,Hospitality,22.2,805,0.4,Inactive
4839,Abigail Ball,Junior Recruiter,Legal,14.3,486,0.27,Inactive
4840,Julia Welch,AI Auditor,Public Relations (PR),18.0,255,0.1,Active
4841,Piers Arnold,Copywriter,Finance,8.6,1708,0.56,Inactive
4842,Richard McLean,Accounts Payable Clerk,Administrative,18.7,1044,0.58,Active
4843,Jane Anderson,Senior Java Developer,Design,8.9,614,0.42,Inactive
4844,Wanda Thomson,Sourcing Manager,Marketing,13.7,1703,0.59,Active
4845,Michael Dickens,Service Advisor,Public Relations (PR),22.8,1948,0.48,Inactive
4846,William Kerr,Content Strategist,Healthcare,11.9,1393,0.38,Active
4847,Tim Campbell,Service Coordinator,Construction,17.6,912,0.22,Inactive
4848,Ian Jones,Webmaster,Engineering,22.6,1913,0.29,Active
4849,Lillian Stewart,Mental Health Counselor,Sales,17.7,848,0.46,Inactive
4850,Lillian Murray,Health Informaticist,Finance,16.5,432,0.37,Active
4851,Jason MacDonald,Car Detailer,Educator & Education,18.7,133,0.56,Active
4852,Paul Springer,Production Worker,IT and Development,9.6,1787,0.51,Active
4853,Harry Rampling,Executive Assistant,Engineering,8.9,300,0.17,Active
4854,Victoria Welch,ICU Nurse,Accounting,13.9,1972,0.26,Active
4855,Isaac Welch,Sales Support Specialist,Customer service,16.5,973,0.44,Active
4856,Nicholas Blake,HR Coordinator,Educator & Education,24.9,982,0.15,Active
4857,Joan Short,Retail Manager,Construction,17.4,236,0.57,Active
4858,Sally Bower,UX Designer,Construction,23.3,1895,0.36,Inactive
4859,Tim Poole,Electronic technician,Production,14.3,1951,0.57,Inactive
4860,Emily Fraser,Head of Growth Marketing,IT and Development,18.5,1541,0.57,Inactive
4861,Leonard Poole,HRIS Analyst,Pharmaceuticals,17.3,1663,0.47,Active
4862,Ella Turner,Executive Administrative Assistant,Design,20.7,1385,0.33,Active
4863,David Churchill,Special Education Teacher,Real estate,20.5,1103,0.53,Active
4864,Edward Taylor,Restaurant HR Manager,Retail,18.5,639,0.4,Inactive
4865,Dorothy Coleman,Accounts Payable Clerk,Sales,11.7,1210,0.25,Inactive
4866,Stewart Young,Accountant,Finance,18.6,147,0.13,Inactive
4867,Michelle Henderson,Accounts Administrator,Engineering,8.2,1139,0.45,Inactive
4868,Sarah Mitchell,School Administrator,Construction,10.6,1132,0.34,Active
4869,Trevor Randall,Sales Operations,Healthcare,22.1,556,0.13,Active
4870,Andrea Murray,Practice Manager,Finance,20.1,866,0.43,Inactive
4871,Virginia Metcalfe,Social Media Coordinator,Construction,19.9,1494,0.22,Active
4872,Liam Fisher,Engineering Manager,Sales,19.4,262,0.35,Active
4873,Joseph Sutherland,Payroll Manager,Engineering,24.0,199,0.2,Inactive
4874,Christopher Vaughan,Cost analyst,Accounting,8.1,1096,0.53,Active
4875,Michael Springer,Cabin Crew,Travel & Tourism,19.6,1156,0.3,Inactive
4876,Jennifer Buckland,Sales Enablement Coordinator,Human Resources (HR),7.3,970,0.57,Active
4877,Sam Hardacre,Environmental Engineer,Retail,8.5,1785,0.46,Active
4878,Colin Pullman,Junior Accounts Receivable Specialist,Media,20.5,735,0.54,Inactive
4879,Alison Nash,HR Officer,Production,9.7,1786,0.18,Active
4880,Rebecca Hamilton,Zoologist,Accounting,13.2,816,0.33,Inactive
4881,Sam Kerr,Full Cycle Recruiter,Hospitality,23.3,1827,0.21,Active
4882,Jacob Smith,School Social Worker,Marketing,24.5,1696,0.17,Active
4883,Grace Paige,Call Center Supervisor,Design,16.6,1160,0.12,Active
4884,Luke Churchill,Key Holder,Legal,15.5,1871,0.11,Inactive
4885,Connor Ross,Communications Director,Logistics,12.8,1903,0.29,Inactive
4886,Karen Bailey,City Carrier Assistant,Logistics,7.8,743,0.21,Inactive
4887,Victoria Kerr,Medical Transcriptionist,Customer service,24.5,558,0.33,Active
4888,Anna Stewart,HR Onboarding Manager,Corporate training,16.6,489,0.21,Inactive
4889,Jennifer Grant,Cardiologist,Media,7.7,789,0.13,Inactive
4890,Alan Jackson,Mobile Developer,Sales,9.0,629,0.38,Inactive
4891,Kylie Jackson,Delivery Driver,Logistics,6.9,1618,0.35,Inactive
4892,Irene Coleman,Procurement Specialist,Hospitality,16.5,1404,0.46,Inactive
4893,Keith Bailey,Sales Enablement Associate,Media,20.6,1647,0.16,Inactive
4894,Neil Stewart,Virtual Assistant,Law enforcement / Security,17.0,466,0.59,Active
4895,Cameron McGrath,Talent Acquisition Director,Corporate training,15.3,1194,0.33,Active
4896,Christopher Peters,Senior IT Administrator,Customer service,24.9,1046,0.33,Inactive
4897,Claire Carr,Communications Assistant,Law enforcement / Security,7.5,636,0.39,Inactive
4898,Simon Edmunds,Community Liason,Law enforcement / Security,22.6,565,0.57,Inactive
4899,Victor Piper,Chief Information Officer - CIO,Design,7.6,1445,0.55,Active
4900,Charles Mackay,System Administrator,Production,16.8,1780,0.22,Inactive
4901,Victoria Hunter,Software Developer,Public Relations (PR),24.3,860,0.46,Inactive
4902,Donna Scott,Public Relations (PR) Director,Public Relations (PR),24.2,1042,0.51,Active
4903,Grace Brown,Preschool Teacher,Design,11.7,1709,0.35,Active
4904,Joanne Vaughan,Program Specialist,Healthcare,13.0,390,0.18,Inactive
4905,Keith McGrath,Headhunter,Accounting,14.2,1627,0.4,Active
4906,Dorothy Gill,Quality Inspector,Finance,21.6,1858,0.24,Active
4907,Steven Hunter,Stock Controller,Customer service,14.1,270,0.42,Active
4908,Vanessa Ross,Audiologist,Accounting,7.5,1060,0.37,Active
4909,Connor Burgess,Principal,Customer service,15.2,622,0.31,Active
4910,Jessica Graham,Restaurant Manager,Administrative,22.1,1241,0.31,Active
4911,Simon Sutherland,Cashier,Logistics,15.4,346,0.35,Inactive
4912,Simon Anderson,System Administrator,Production,15.9,1698,0.49,Active
4913,Audrey Kerr,Census Enumerator,IT and Development,19.6,1215,0.59,Inactive
4914,Jason Campbell,Painter,Healthcare,11.1,1242,0.37,Inactive
4915,Adrian MacDonald,Safety Coordinator,Construction,14.2,194,0.2,Inactive
4916,Joanne Underwood,Senior Network Engineer,Corporate training,16.2,1555,0.27,Active
4917,Lisa Knox,Senior Performance Engineer,Healthcare,24.0,363,0.35,Active
4918,Gavin Taylor,General Manager,Logistics,11.5,1533,0.15,Inactive
4919,Olivia Nolan,Cost Accountant,Travel & Tourism,6.5,410,0.59,Active
4920,Dylan Pullman,Painter,Sales,10.1,1924,0.56,Inactive
4921,Anna Slater,Personal Trainer,IT and Development,14.5,1476,0.34,Inactive
4922,Andrea Buckland,Managing Editor,Administrative,6.1,1487,0.59,Active
4923,Natalie Ross,Construction Estimator,Educator & Education,15.9,1286,0.33,Active
4924,Heather Allan,Help Desk Manager,Sales,19.5,1359,0.17,Active
4925,Anne Roberts,Sales Recruiter,Facilities,23.1,901,0.29,Active
4926,Ruth Lyman,Clinical Coordinator,Pharmaceuticals,8.9,150,0.45,Inactive
4927,Dorothy Ellison,Web Editor,Pharmaceuticals,13.7,1582,0.26,Inactive
4928,Natalie Sutherland,Casting Director,Administrative,11.1,147,0.47,Inactive
4929,Brian Lawrence,Search Engine Marketing (SEM) Specialist,Travel & Tourism,8.4,1763,0.53,Active
4930,Rachel Alsop,Accountant,Media,15.0,1271,0.42,Active
4931,Julia Bailey,Copy Editor,Law enforcement / Security,14.1,1144,0.15,Active
4932,Simon Taylor,Guest Relation Officer,Pharmaceuticals,10.2,627,0.29,Active
4933,Sarah May,Operations Manager,Educator & Education,14.2,691,0.34,Active
4934,Frank Duncan,Business Intelligence Analyst,Healthcare,24.3,587,0.38,Active
4935,Alan Burgess,Executive Recruiter,Finance,15.4,410,0.19,Inactive
4936,Sue Dyer,Software Security Engineer,Hospitality,6.6,637,0.46,Active
4937,Frank Davidson,Carpenter,Real estate,23.3,472,0.56,Inactive
4938,Edward Baker,Brand Designer & Illustrator,Law enforcement / Security,5.7,1876,0.24,Active
4939,Matt Mitchell,Air Traffic Controller,Corporate training,16.4,416,0.23,Active
4940,Dorothy Sharp,Unit Clerk,Construction,22.6,508,0.22,Active
4941,David Graham,City Clerk,IT and Development,8.3,586,0.57,Active
4942,Katherine Duncan,TSA Transportation Security Officer,Travel & Tourism,15.7,251,0.52,Inactive
4943,Oliver Rees,Software Product Manager,Accounting,14.9,1800,0.42,Inactive
4944,Evan Jackson,Valet,Engineering,8.7,1781,0.31,Inactive
4945,Emma Morgan,Software Development Intern,Travel & Tourism,15.1,727,0.38,Active
4946,Warren Edmunds,Psychiatric Technician,Pharmaceuticals,21.3,654,0.32,Active
4947,William Mackenzie,Forensic Anthropologists,Sales,17.7,658,0.22,Active
4948,Christian Bell,Mechanical Engineer,Sales,20.2,317,0.53,Inactive
4949,Jasmine MacDonald,Sourcing Manager,Finance,23.2,1798,0.5,Inactive
4950,Luke Davidson,Instructional Designer,Media,7.2,759,0.12,Inactive
4951,Anna Stewart,AI Product Manager,Law enforcement / Security,5.6,164,0.26,Inactive
4952,Evan Black,School Psychologist,Finance,16.7,843,0.28,Inactive
4953,Jasmine Greene,Logistics Administrator,Media,18.6,1811,0.55,Inactive
4954,Michael Allan,Lineman,Marketing,8.1,288,0.26,Inactive
4955,Jake Watson,Respiratory Therapist,Logistics,17.0,1372,0.53,Active
4956,Rebecca Parr,Production Manager,Finance,22.5,175,0.22,Inactive
4957,William Edmunds,Nursing Educator,Travel & Tourism,19.5,193,0.39,Inactive
4958,Ava Ball,Junior Accounts Receivable Specialist,Finance,16.2,1615,0.37,Inactive
4959,Blake Mitchell,HR Officer,Logistics,17.3,1525,0.47,Inactive
4960,Matt Lawrence,Occupational Therapist Assistant,Educator & Education,20.4,1602,0.52,Active
4961,Paul Clark,Diversity and Inclusion Manager,Engineering,11.6,133,0.43,Active
4962,Mary Mathis,Hospitality Manager,Retail,10.2,1009,0.33,Active
4963,Blake Pullman,Nurse Anesthetist,Design,22.7,752,0.39,Active
4964,Edward Bower,Senior Executive Assistant,Public Relations (PR),21.1,1392,0.44,Inactive
4965,Ava Hill,Technical Support Engineer,Marketing,20.4,575,0.31,Active
4966,Trevor Langdon,Scrum Master,Educator & Education,14.9,1933,0.52,Active
4967,Peter Hart,Product Owner,Customer service,19.4,147,0.48,Active
4968,Lauren Glover,Recruitment Marketing Manager,Finance,21.0,1798,0.54,Active
4969,Jane Ellison,Director of Customer & Community Marketing,Accounting,20.4,1809,0.39,Inactive
4970,Pippa Marshall,Credit Analyst,Production,23.7,1765,0.57,Inactive
4971,Eric Vaughan,Security Manager,Public Relations (PR),12.2,1012,0.6,Inactive
4972,Peter Fisher,Public Relations Intern,Engineering,10.8,1101,0.3,Inactive
4973,Justin Clarkson,Brand Designer & Illustrator,Human Resources (HR),13.4,338,0.2,Inactive
4974,Theresa Rampling,Social Media Specialist,Finance,13.2,793,0.45,Inactive
4975,Robert Avery,Account Supervisor,Media,12.9,683,0.28,Inactive
4976,Diane Churchill,Hydrologist,Retail,10.1,431,0.12,Inactive
4977,Megan Davidson,Facilities Coordinator,Construction,10.9,1500,0.49,Active
4978,Abigail Langdon,Industrial Organizational Psychologist,Real estate,14.3,1033,0.31,Active
4979,Irene Short,PHP Developer,Customer service,11.3,727,0.21,Inactive
4980,Ava Ross,Social Media Manager,Customer service,11.4,653,0.31,Active
4981,Nathan Dyer,Senior Performance Engineer,Educator & Education,13.5,1583,0.12,Inactive
4982,Hannah Parr,Credit Manager,Facilities,15.7,482,0.16,Inactive
4983,Boris Grant,Catering Manager,Law enforcement / Security,17.4,345,0.14,Active
4984,Jennifer Sutherland,Crane Operator,Sales,24.6,291,0.34,Inactive
4985,Amelia Reid,Security Guard,Logistics,24.3,980,0.25,Active
4986,Amanda Ball,Oncologist,Real estate,12.8,847,0.18,Inactive
4987,Jonathan Vaughan,Recruitment Business Partner,Public Relations (PR),12.9,573,0.18,Active
4988,Dan Piper,Catering Manager,Public Relations (PR),16.5,1195,0.16,Inactive
4989,Kimberly Marshall,Management Accountant,Educator & Education,13.7,1180,0.49,Inactive
4990,Leonard Churchill,Cabin Crew,IT and Development,12.6,1488,0.24,Active
4991,David Black,Accounting Clerk,Finance,24.5,655,0.17,Inactive
4992,Abigail Kelly,Executive Director,Public Relations (PR),21.5,1854,0.41,Inactive
4993,Pippa Clarkson,Banquet Server,Construction,9.3,499,0.12,Active
4994,James Mathis,Logistics Coordinator,Corporate training,14.5,1353,0.22,Inactive
4995,Sonia Tucker,Quality Engineer,Design,10.0,979,0.47,Active
4996,Edward Piper,Facilities Manager,Healthcare,10.6,242,0.56,Inactive
4997,Yvonne Roberts,Physician Assistant,Construction,19.2,481,0.18,Active
4998,Kimberly Chapman,Podiatrist,Corporate training,6.0,1193,0.59,Active
4999,Carl Paige,Administrative Coordinator,Real estate,15.1,582,0.28,Active
5000,Sally Skinner,Senior Software Developer,IT and Development,18.8,1275,0.43,Active
